Loading repository data...
Reading installed packages...
S  | Repository                             | Name                                       | Version                                      | Arch
i  | openSUSE-Tumbleweed-Oss                | libtag1                                    | 1.13-1.3                                     | x86_64
i  | openSUSE-Tumbleweed-Oss                | libtalloc2                                 | 2.4.0-3.2                                    | x86_64
i  | openSUSE-Tumbleweed-Oss                | libtalloc2-x86-64-v3                       | 2.4.0-3.2                                    | x86_64
i  | openSUSE-Tumbleweed-Oss                | libtasn1-6                                 | 4.19.0-1.4                                   | x86_64
i  | openSUSE-Tumbleweed-Oss                | libtasn1-6-32bit                           | 4.19.0-1.4                                   | x86_64
i  | openSUSE-Tumbleweed-Oss                | libtbb12                                   | 2021.9.0-1.1                                 | x86_64
i  | openSUSE-Tumbleweed-Oss                | libtdb1                                    | 1.4.8-1.2                                    | x86_64
i  | openSUSE-Tumbleweed-Oss                | libtelepathy-glib0                         | 0.24.2-1.13                                  | x86_64
i  | openSUSE-Tumbleweed-Oss                | libtelepathy-logger3                       | 0.8.2-7.10                                   | x86_64
i  | openSUSE-Tumbleweed-Oss                | libtevent0                                 | 0.14.1-2.2                                   | x86_64
i  | openSUSE-Tumbleweed-Oss                | libtexlua53-5                              | 5.3.6-93.1                                   | x86_64
i  | openSUSE-Tumbleweed-Oss                | libtexluajit2                              | 2.1.0beta3-93.1                              | x86_64
i  | openSUSE-Tumbleweed-Oss                | libtextstyle0                              | 0.21.1-2.2                                   | x86_64
i  | openSUSE-Tumbleweed-Oss                | libtextstyle0-32bit                        | 0.21.1-2.2                                   | x86_64
i  | openSUSE-Tumbleweed-Oss                | libthai-data                               | 0.1.29-1.6                                   | x86_64
i  | openSUSE-Tumbleweed-Oss                | libthai-devel                              | 0.1.29-1.6                                   | x86_64
i  | openSUSE-Tumbleweed-Oss                | libthai0                                   | 0.1.29-1.6                                   | x86_64
i  | openSUSE-Tumbleweed-Oss                | libthai0-32bit                             | 0.1.29-1.6                                   | x86_64
i  | openSUSE-Tumbleweed-Oss                | libtheora0                                 | 1.1.1-30.9                                   | x86_64
i  | openSUSE-Tumbleweed-Oss                | libtheora0-32bit                           | 1.1.1-30.9                                   | x86_64
i  | openSUSE-Tumbleweed-Oss                | libtheoradec1                              | 1.1.1-30.9                                   | x86_64
i  | openSUSE-Tumbleweed-Oss                | libtheoraenc1                              | 1.1.1-30.9                                   | x86_64
i  | openSUSE-Tumbleweed-Oss                | libtiff-devel                              | 4.5.1-1.1                                    | x86_64
i  | openSUSE-Tumbleweed-Oss                | libtiff6                                   | 4.5.1-1.1                                    | x86_64
i  | openSUSE-Tumbleweed-Oss                | libtiff6-32bit                             | 4.5.1-1.1                                    | x86_64
i  | openSUSE-Tumbleweed-Oss                | libtinyxml0                                | 2.6.2-10.7                                   | x86_64
i  | openSUSE-Tumbleweed-Oss                | libtirpc-netconfig                         | 1.3.3-1.4                                    | x86_64
i  | openSUSE-Tumbleweed-Oss                | libtirpc3                                  | 1.3.3-1.4                                    | x86_64
i  | openSUSE-Tumbleweed-Oss                | libtls26                                   | 3.7.0-1.3                                    | x86_64
i  | openSUSE-Tumbleweed-Oss                | libtomcrypt1                               | 1.18.2-3.2                                   | x86_64
i  | openSUSE-Tumbleweed-Oss                | libtommath1                                | 1.2.0-3.1                                    | x86_64
i  | openSUSE-Tumbleweed-Oss                | libtommath1-x86-64-v3                      | 1.2.0-3.1                                    | x86_64
i  | openSUSE-Tumbleweed-Oss                | libtool                                    | 2.4.7-3.3                                    | x86_64
i  | openSUSE-Tumbleweed-Oss                | libtorrent-rasterbar2_0                    | 2.0.9-1.3                                    | x86_64
i  | openSUSE-Tumbleweed-Oss                | libtotem-plparser18                        | 3.26.6-2.8                                   | x86_64
i  | openSUSE-Tumbleweed-Oss                | libtpms0                                   | 0.9.6-1.3                                    | x86_64
i  | openSUSE-Tumbleweed-Oss                | libtracker-sparql-3_0-0                    | 3.5.3-1.1                                    | x86_64
i  | openSUSE-Tumbleweed-Oss                | libts0                                     | 1.22-1.12                                    | x86_64
i  | openSUSE-Tumbleweed-Oss                | libtsan2                                   | 13.1.1+git7552-1.1                           | x86_64
i  | openSUSE-Tumbleweed-Oss                | libtspi1                                   | 0.3.15-6.2                                   | x86_64
i  | openSUSE-Tumbleweed-Oss                | libtss2-esys0                              | 4.0.1-1.4                                    | x86_64
i  | openSUSE-Tumbleweed-Oss                | libtss2-mu0                                | 4.0.1-1.4                                    | x86_64
i  | openSUSE-Tumbleweed-Oss                | libtss2-rc0                                | 4.0.1-1.4                                    | x86_64
i  | openSUSE-Tumbleweed-Oss                | libtss2-sys1                               | 4.0.1-1.4                                    | x86_64
i  | openSUSE-Tumbleweed-Oss                | libturbojpeg0                              | 8.2.2-76.1                                   | x86_64
i  | openSUSE-Tumbleweed-Oss                | libturbojpeg0-x86-64-v3                    | 8.2.2-76.1                                   | x86_64
i  | openSUSE-Tumbleweed-Oss                | libtwolame0                                | 0.4.0-1.16                                   | x86_64
i  | openSUSE-Tumbleweed-Oss                | libubsan1                                  | 13.1.1+git7552-1.1                           | x86_64
